CustomerID,Age,Annual_Income,Spending_Score
221,56,72021,83
222,19,49092,58
223,20,21242,53
224,66,126843,1
225,54,21831,88
226,66,70721,61
227,34,48511,89
228,66,92782,31
229,19,117003,31
230,19,38302,66
231,45,75568,19
232,40,23232,53
233,54,122062,76
234,49,124301,74
235,50,71507,95
236,18,144277,22
237,36,149999,23
238,19,96508,87
239,61,133672,15
240,43,120128,26
241,49,30683,3
242,23,43664,87
243,49,122364,20
244,21,140012,40
245,28,53172,39
246,34,103641,72
247,55,84340,18
248,41,107236,41
249,22,31017,70
250,69,56613,27
251,51,106130,15
252,23,96920,37
253,39,50348,58
254,28,36448,5
255,65,29491,73
256,33,98648,7
257,50,141070,41
258,26,116557,84
259,23,78759,10
260,33,64553,62
261,46,20968,26
262,20,20368,68
263,37,93960,24
264,53,55010,78
265,36,74154,41
266,43,55851,65
267,20,142761,17
268,36,45496,24
269,37,143568,27
270,49,147152,7
271,24,50936,73
272,69,98858,99
273,58,87005,12
274,50,57493,85
275,57,89795,3
276,56,56390,79
277,35,30292,85
278,57,112377,10
279,18,48365,33
280,28,37207,46
281,45,121735,59
282,42,42912,52
283,67,122455,6
284,40,122517,2
285,48,100771,29
286,47,76572,40
287,59,127293,97
288,52,119083,61
289,24,133655,68
290,33,129346,68
291,43,39276,29
292,65,117459,62
293,69,25534,60
294,66,112005,84
295,19,121610,41
296,18,55670,87
297,65,82147,82
298,29,118099,89
299,22,131695,65
300,54,56486,64
301,49,85557,79
302,26,54268,63
303,58,127338,98
304,52,101335,48
305,36,46336,20
306,65,23641,37
307,33,107132,64
308,20,52959,91
309,37,33306,86
310,41,66182,5
311,50,94123,34
312,41,76326,39
313,69,116895,67
314,28,41498,81
315,66,90198,62
316,25,122630,88
317,53,127369,24
318,55,47197,3
319,57,40719,71
320,37,110201,89
321,52,128775,67
322,65,45032,79
323,42,79624,93
324,52,98177,50
325,42,61964,29
326,46,50028,74
327,35,131030,32
328,63,74646,87
329,35,101187,39
330,19,28536,9
331,52,137399,14
332,33,76747,68
333,58,65712,64
334,53,26273,20
335,50,91820,28
336,21,145342,14
337,50,111228,44
338,31,94353,98
339,38,114491,77
340,65,112091,95
341,37,105914,97
342,25,70830,39
343,24,126718,28
344,20,37127,64
345,34,135150,89
346,50,103488,32
347,65,31539,9
348,29,66761,28
349,68,66219,95
350,39,34692,17
351,39,103656,87
352,63,33334,77
353,47,48615,55
354,55,27903,10
355,55,48527,80
356,62,35629,6
357,68,141690,48
358,25,78008,75
359,44,103276,67
360,44,119318,92
361,51,46708,41
362,38,30860,79
363,47,37438,60
364,50,87300,77
365,45,149263,42
366,64,91545,81
367,50,40842,71
368,22,80213,28
369,65,62372,13
370,36,134316,81
371,21,118971,15
372,52,88906,36
373,66,58744,92
374,34,136082,15
375,61,77442,75
376,45,149070,56
377,47,105990,95
378,46,141670,4
379,63,126917,99
380,23,123903,98
381,52,23650,52
382,58,65117,91
383,54,111244,10
384,41,128198,94
385,46,72772,45
386,66,23190,84
387,63,68113,29
388,48,28789,53
389,52,52125,29
390,50,118695,23
391,69,37459,57
392,38,55418,50
393,49,131904,21
394,40,67085,43
395,50,38768,10
396,20,69961,76
397,35,101099,30
398,42,142735,51
399,59,47885,33
400,48,107421,18
401,20,81082,78
402,57,26895,22
403,63,70311,64
404,41,109494,21
405,67,87067,1
406,49,91017,15
407,64,43932,36
408,39,41360,47
409,40,74847,54
410,19,129178,86
411,44,110365,32
412,59,105468,58
413,19,146065,46
414,43,58931,54
415,34,75823,33
416,57,58032,39
417,50,135919,23
418,26,101426,43
419,60,38807,55
420,65,31767,2
421,56,28071,66
422,46,73413,38
423,59,46149,29
424,43,35540,67
425,52,121212,71
426,67,90248,36
427,42,141443,29
428,41,111737,37
429,30,130494,87
430,24,138571,45
431,53,105435,16
432,62,39787,31
433,37,40982,34
434,18,139696,50
435,25,42606,65
436,63,147560,82
437,33,30150,62
438,31,105929,43
439,29,137423,56
440,68,122795,15
441,40,132223,48
442,32,66936,49
443,45,113286,81
444,51,28593,44
445,19,37358,10
446,49,102143,20
447,40,57381,70
448,39,141465,8
449,68,110347,45
450,42,48074,34
451,39,40595,96
452,39,64194,51
453,66,69377,4
454,69,46853,39
455,59,93719,84
456,23,40661,24
457,32,70493,88
458,60,138724,55
459,54,126705,26
460,50,56495,25
461,25,33703,36
462,61,73080,71
463,61,50815,74
464,22,49565,58
465,56,83321,12
466,21,137491,1
467,23,78453,50
468,62,108478,25
469,49,128522,80
470,69,53161,5
471,47,75991,83
472,64,134296,68
473,52,127339,6
474,57,29716,26
475,69,127099,55
476,33,53349,39
477,30,67098,9
478,67,128435,45
479,59,20132,14
480,47,71990,55
481,36,133288,9
482,34,88921,15
483,36,56538,37
484,45,120572,50
485,43,119279,84
486,54,125909,72
487,43,27213,96
488,40,144693,21
489,26,64223,57
490,29,111655,19
491,18,88371,93
492,18,88274,58
493,64,127853,95
494,51,24134,6
495,49,111428,4
496,65,59601,43
497,42,93889,93
498,57,35690,42
499,62,21909,3
500,18,111239,1
501,33,100032,55
502,56,32062,15
503,22,95386,47
504,39,113237,85
505,46,54731,46
506,20,25153,58
507,29,30481,95
508,43,119270,71
509,33,86425,81
510,68,83600,83
511,54,104981,39
512,39,91997,3
513,46,124470,30
514,31,48205,35
515,45,108887,57
516,22,101542,29
517,64,64149,50
518,66,69112,62
519,47,30940,52
520,63,79010,14
521,69,96794,35
522,22,44485,28
523,29,109299,58
524,33,144321,30
525,43,125584,90
526,43,21067,7
527,65,40607,39
528,38,129419,95
529,56,81597,69
530,53,146736,35
531,50,94554,52
532,47,68521,14
533,54,132482,63
534,40,35187,36
535,27,122911,91
536,22,23985,24
537,53,63052,40
538,51,39563,29
539,69,67322,53
540,48,122842,22
541,27,81245,72
542,36,71514,15
543,49,38608,69
544,18,124675,64
545,22,87262,4
546,62,112118,75
547,21,91327,18
548,33,77225,42
549,41,93994,30
550,33,141701,15
551,19,37221,70
552,66,68506,55
553,45,40968,53
554,49,147677,16
555,44,102606,73
556,37,47937,34
557,41,82435,27
558,29,69508,13
559,67,146695,27
560,52,61831,73
561,50,62933,69
562,50,67307,86
563,68,68340,31
564,60,122951,3
565,54,128306,30
566,29,106338,21
567,20,63601,99
568,18,95956,6
569,50,92178,92
570,57,105311,32
571,27,48754,42
572,60,63310,62
573,61,89893,89
574,46,106799,32
575,30,140007,99
576,29,68367,86
577,48,33201,88
578,63,22739,39
579,19,33231,64
580,68,145610,30
581,67,127814,63
582,52,62495,96
583,40,41168,31
584,34,52624,87
585,43,30635,40
586,25,29964,33
587,46,47785,63
588,43,115046,25
589,27,102797,36
590,43,104790,24
591,51,96928,95
592,68,32336,58
593,58,97475,39
594,24,47412,46
595,21,102212,77
596,67,95379,10
597,62,65591,87
598,28,81750,82
599,46,110648,32
600,53,116134,97
601,42,55454,36
602,38,118537,28
603,53,82672,16
604,27,47228,16
605,54,34429,18
606,26,104294,8
607,41,87808,80
608,52,102886,75
609,66,135577,70
610,52,73015,1
611,65,108074,62
612,53,88936,76
613,35,100907,38
614,66,77378,92
615,56,57310,45
616,49,121827,58
617,41,103683,81
618,40,88827,1
619,49,55256,32
620,54,96428,8
621,29,119862,40
622,66,122994,56
623,30,58889,63
624,40,71428,88
625,42,130502,74
626,52,57207,74
627,58,70255,36
628,47,125824,89
629,34,111531,57
630,66,25409,74
631,37,62438,83
632,65,130410,45
633,42,130238,79
634,39,115359,80
635,30,27869,2
636,36,121260,93
637,66,76862,68
638,53,107937,50
639,29,45958,29
640,58,96302,95
641,36,39768,81
642,29,116330,10
643,26,46145,27
644,24,95622,15
645,45,128739,60
646,31,46442,31
647,48,101948,21
648,69,143585,60
649,36,45596,58
650,64,95791,41
651,33,62406,46
652,22,60524,45
653,52,43332,26
654,29,130160,51
655,42,35764,36
656,69,47563,52
657,38,107675,81
658,53,56370,51
659,40,25062,3
660,33,64645,14
661,56,142759,49
662,62,27244,77
663,59,26372,91
664,56,125409,1
665,31,146248,57
666,48,105501,17
667,22,137450,50
668,52,84471,98
669,40,130533,14
670,46,36956,59
671,60,60473,81
672,28,33894,3
673,35,130584,98
674,64,118918,40
675,29,89586,89
676,26,36709,66
677,27,101258,34
678,61,138428,90
679,34,35210,95
680,55,69510,9
681,24,122081,94
682,63,58674,84
683,30,145251,21
684,57,120025,93
685,59,37733,25
686,26,40080,44
687,67,122200,25
688,44,73412,9
689,19,144476,62
690,22,78971,26
691,46,59709,57
692,54,79846,37
693,55,85480,16
694,36,131768,37
695,25,72960,76
696,65,123550,24
697,62,61152,26
698,18,47250,20
699,39,105765,9
700,69,137265,87
701,34,68137,29
702,24,102011,31
703,42,138922,19
704,62,143360,20
705,21,141280,87
706,53,66412,27
707,23,63876,94
708,48,114547,85
709,36,93664,44
710,61,70227,35
711,56,52450,71
712,44,104433,22
713,27,93704,74
714,43,26861,87
715,36,127294,15
716,56,81914,94
717,20,83888,98
718,62,99286,13
719,30,81293,4
720,67,102524,82
721,45,88515,56
722,37,43524,23
723,45,27065,97
724,25,57684,98
725,58,108720,34
726,56,53365,99
727,18,78876,17
728,20,43704,28
729,30,77857,14
730,45,25622,34
731,66,103797,75
732,42,130468,57
733,50,113955,77
734,55,120003,97
735,23,111141,55
736,61,114707,66
737,62,107700,98
738,49,135404,93
739,62,131733,37
740,64,99332,68
741,38,122390,76
742,33,116856,26
743,38,86201,61
744,28,52694,92
745,54,109766,67
746,53,42995,84
747,52,112320,74
748,36,100141,52
749,37,102999,18
750,35,28419,53
751,64,67952,63
752,58,143028,53
753,66,53837,27
754,31,90799,31
755,32,68877,91
756,48,126255,1
757,18,65687,6
758,20,119667,11
759,33,57276,34
760,40,54523,84
761,28,86055,63
762,29,74615,53
763,27,116642,85
764,49,130040,85
765,33,30514,18
766,25,67456,21
767,55,27233,19
768,29,21102,4
769,41,86133,77
770,45,66715,82
771,25,105193,29
772,45,130545,25
773,53,124085,56
774,43,129101,77
775,25,26256,63
776,67,141946,27
777,45,128684,60
778,45,84800,83
779,54,148900,49
780,58,114937,65
781,53,61548,38
782,44,92090,83
783,34,98200,52
784,26,62367,1
785,50,148845,40
786,37,133815,81
787,30,109922,21
788,45,90382,86
789,65,147602,15
790,46,146270,50
791,30,146320,48
792,63,46205,32
793,52,45570,49
794,23,50255,68
795,35,41182,45
796,68,59373,32
797,22,63019,4
798,64,82619,65
799,42,36043,97
800,19,65532,71
801,27,121290,73
802,47,85936,65
803,67,39239,80
804,62,30416,18
805,22,23412,54
806,50,101976,47
807,18,44406,6
808,35,21875,66
809,49,139231,9
810,64,57066,68
811,66,122072,23
812,28,25752,43
813,38,106753,51
814,43,98025,72
815,42,21353,25
816,39,46986,80
817,44,106907,35
818,66,124901,17
819,30,34691,18
820,50,89847,27
821,51,68075,15
822,58,30794,81
823,52,88470,69
824,18,36406,80
825,38,95930,15
826,65,135897,42
827,23,46872,34
828,45,61708,48
829,34,135492,83
830,22,126629,8
831,48,40800,10
832,22,63397,5
833,55,143313,48
834,20,57909,26
835,40,41352,86
836,54,121975,23
837,54,113848,62
838,27,125596,13
839,27,35438,9
840,36,108921,20
841,34,64999,92
842,38,38482,57
843,31,52471,24
844,26,67279,33
845,63,129413,20
846,18,126748,60
847,68,74213,48
848,62,133909,64
849,30,33026,30
850,21,127625,73
851,18,105184,17
852,66,25435,14
853,57,28493,19
854,49,92227,71
855,51,79321,59
856,45,22763,67
857,48,40389,97
858,25,51498,44
859,56,83755,32
860,43,121545,11
861,51,55825,2
862,20,36934,90
863,67,25574,68
864,29,58179,17
865,18,21587,81
866,61,62782,92
867,22,124224,94
868,47,74412,40
869,47,80561,87
870,34,97224,46
871,65,24409,88
872,64,147159,93
873,40,91319,4
874,32,119016,38
875,54,46751,63
876,38,58174,29
877,31,142678,19
878,19,76572,91
879,28,81416,29
880,68,32041,35
881,56,43227,70
882,55,55201,23
883,51,56069,46
884,55,102190,44
885,67,46370,48
886,51,115018,52
887,35,145342,8
888,47,147173,55
889,32,31586,66
890,44,70231,77
891,68,145758,40
892,51,25322,85
893,69,85294,31
894,55,99468,48
895,50,49299,61
896,41,110715,52
897,32,90793,38
898,47,66501,91
899,59,77134,36
900,68,131672,87
901,34,29777,55
902,22,31249,85
903,46,140902,13
904,21,41390,37
905,27,40369,47
906,34,32881,90
907,27,29587,71
908,34,113800,22
909,37,94327,39
910,41,127009,87
911,22,107911,58
912,51,108147,30
913,23,127562,18
914,19,27833,18
915,30,137574,74
916,60,67013,39
917,60,137341,94
918,65,147785,26
919,28,83620,71
920,68,35754,7
921,64,127584,69
922,40,98113,65
923,33,116631,46
924,48,106784,18
925,28,55282,13
926,33,56737,25
927,25,137972,8
928,21,117427,74
929,57,44124,32
930,21,90102,17
931,42,22196,79
932,20,81527,79
933,49,116651,48
934,20,135477,63
935,44,105395,40
936,46,31345,84
937,49,144544,15
938,67,54077,99
939,68,86400,6
940,36,32055,94
941,38,123693,63
942,22,105283,8
943,35,64484,95
944,45,97514,32
945,59,110135,45
946,39,55771,52
947,38,132478,79
948,23,77654,82
949,18,66540,13
950,22,103151,24
951,58,126263,40
952,29,130284,14
953,43,137399,92
954,63,124885,75
955,51,142393,70
956,66,49377,62
957,31,115567,89
958,43,69573,61
959,62,62733,1
960,44,149344,89
961,26,31760,66
962,43,133226,32
963,64,119250,13
964,39,45762,33
965,64,70986,32
966,47,54332,56
967,60,60100,24
968,65,24944,91
969,34,68825,4
970,43,33877,88
971,53,49990,23
972,18,149065,29
973,25,128443,98
974,66,119612,21
975,52,137674,30
976,69,135074,90
977,32,75283,20
978,64,144041,16
979,39,23258,67
980,31,140809,49
981,43,51629,58
982,45,57579,44
983,40,42958,25
984,31,59465,23
985,41,105853,59
986,19,35775,1
987,62,96575,97
988,43,114633,15
989,31,54207,81
990,68,42553,98
991,24,129938,81
992,20,73632,52
993,64,20055,58
994,40,138012,41
995,63,108697,44
996,60,52873,4
997,64,121505,77
998,62,100720,68
999,35,86205,7
1000,55,98199,46
1001,52,45318,9
1002,68,53734,87
1003,32,102227,33
1004,42,38522,33
1005,54,31656,84
1006,45,35893,4
1007,27,131393,65
1008,56,36493,34
1009,34,23632,91
1010,56,115872,85
1011,39,108648,88
1012,43,81779,79
1013,61,58452,99
1014,42,33266,64
1015,34,141187,25
1016,30,136603,55
1017,37,81607,9
1018,42,36940,17
1019,21,44003,21
1020,27,147880,60
1021,20,118408,13
1022,58,54815,3
1023,62,50869,68
1024,35,69297,4
1025,64,80107,92
1026,53,102793,7
1027,64,36682,26
1028,39,39622,75
1029,51,50408,24
1030,64,28837,10
1031,25,84210,13
1032,57,35407,44
1033,66,49309,39
1034,61,91918,19
1035,36,113190,51
1036,59,38895,19
1037,58,141284,76
1038,54,119087,52
1039,23,106912,86
1040,69,20370,47
1041,43,134212,30
1042,51,20486,46
1043,62,43762,76
1044,23,46613,93
1045,54,132804,21
1046,50,23196,75
1047,39,127856,48
1048,38,138975,62
1049,23,114937,58
1050,23,120565,18
1051,65,96349,59
1052,21,84839,91
1053,47,61916,48
1054,28,28572,63
1055,47,133312,12
1056,48,48225,87
1057,41,65853,34
1058,26,69390,61
1059,20,52275,87
1060,68,92379,53
1061,48,21105,25
1062,57,136074,62
1063,54,79896,4
1064,53,63209,94
1065,41,117175,94
1066,48,62487,13
1067,23,38051,42
1068,19,114244,49
1069,37,120995,78
1070,45,142444,56
1071,28,97400,47
1072,21,120300,8
1073,32,86961,55
1074,23,80156,88
1075,66,134682,18
1076,47,77175,35
1077,55,26849,89
1078,68,121551,81
1079,19,38976,32
1080,32,119794,24
1081,28,135912,7
1082,25,137275,13
1083,43,76866,91
1084,68,137752,69
1085,62,67078,90
1086,61,142492,42
1087,22,51113,31
1088,23,135520,74
1089,43,35401,26
1090,21,32884,86
1091,36,104360,76
1092,37,57563,32
1093,50,54414,91
1094,37,36142,97
1095,66,132610,52
1096,29,135128,20
1097,64,91492,40
1098,18,99464,59
1099,43,95257,77
1100,31,96693,14
1101,55,55135,44
1102,54,92232,86
1103,28,47862,82
1104,53,25190,48
1105,30,90199,93
1106,60,125366,43
1107,20,24331,16
1108,50,144184,35
1109,23,72186,53
1110,67,64648,34
1111,27,48549,3
1112,22,101782,68
1113,40,45761,5
1114,27,23262,10
1115,61,131624,52
1116,19,71259,29
1117,30,92572,96
1118,57,144720,31
1119,19,73472,66
1120,37,107858,76
1121,18,104667,91
1122,54,24677,69
1123,26,93508,37
1124,34,100865,27
1125,26,122568,87
1126,28,121437,33
1127,32,129916,68
1128,41,70617,59
1129,55,106029,64
1130,52,38595,85
1131,47,107459,88
1132,48,80148,44
1133,66,66926,95
1134,22,95271,88
1135,61,54457,49
1136,67,62531,53
1137,31,93263,74
1138,28,93300,49
1139,26,148027,66
1140,51,83171,95
1141,29,139229,63
1142,52,146159,25
1143,52,138229,4
1144,18,65771,51
1145,57,113135,11
1146,39,86354,17
1147,46,132743,66
1148,25,133381,70
1149,28,57289,73
1150,58,53892,69
1151,54,91196,84
1152,31,149662,29
1153,47,115057,85
1154,52,58409,73
1155,38,135817,92
1156,54,54470,72
1157,22,38385,95
1158,36,43296,20
1159,31,138566,27
1160,43,81716,8
1161,21,109152,85
1162,42,46382,61
1163,62,96675,28
1164,59,141019,87
1165,42,117596,70
1166,35,42419,3
1167,57,113321,69
1168,25,101238,73
1169,56,145032,7
1170,57,114753,60
1171,31,59291,4
1172,49,32397,5
1173,68,126415,11
1174,55,77888,15
1175,50,55169,64
1176,40,82182,98
1177,32,112476,13
1178,50,62249,7
1179,42,48341,6
1180,34,95603,56
1181,50,66144,64
1182,64,81772,50
1183,19,99360,30
1184,31,33444,22
1185,57,65647,25
1186,57,143662,28
1187,68,134416,84
1188,56,118843,39
1189,68,30974,67
1190,23,132150,5
1191,23,58383,65
1192,20,145548,15
1193,24,114826,90
1194,68,101552,67
1195,25,117648,40
1196,59,114049,98
1197,69,22956,69
1198,32,28077,95
1199,64,56490,77
1200,46,130363,43
1201,50,144713,1
1202,69,123391,22
1203,47,128642,62
1204,56,75612,79
1205,44,120474,26
1206,53,56159,18
1207,46,59710,48
1208,55,103536,9
1209,50,33806,1
1210,54,133096,9
1211,44,98345,23
1212,50,100391,45
1213,21,127412,2
1214,39,114924,14
1215,19,26458,38
1216,27,55524,40
1217,22,26853,63
1218,27,60477,82
1219,50,52222,16
1220,55,38320,93
1221,30,114154,75
1222,48,72243,6
1223,64,65615,3
1224,53,37352,14
1225,62,92833,66
1226,41,113476,96
1227,69,134560,95
1228,32,23203,75
1229,46,59267,86
1230,25,57941,67
1231,22,102809,31
1232,46,45368,33
1233,64,97186,88
1234,21,50984,1
1235,29,61941,44
1236,62,92918,15
1237,19,72683,37
1238,44,146409,27
1239,48,20801,48
1240,68,126538,27
1241,68,132201,12
1242,53,67965,67
1243,53,105269,30
1244,43,142693,96
1245,60,29969,87
1246,44,55969,66
1247,22,102269,7
1248,37,52449,34
1249,28,111679,32
1250,27,45705,39
1251,57,80303,96
1252,55,48363,43
1253,23,50720,43
1254,25,29972,78
1255,40,53351,3
1256,64,131023,46
1257,43,56145,32
1258,63,107948,43
1259,60,109614,81
1260,29,108116,3
1261,43,76235,74
1262,30,34855,63
1263,57,56169,40
1264,35,66404,18
1265,42,39569,67
1266,50,145074,62
1267,64,149006,10
1268,57,74437,52
1269,60,68506,73
1270,29,45738,46
1271,61,26772,55
1272,53,110410,46
1273,65,39731,75
1274,21,30131,60
1275,22,86324,97
1276,54,74097,26
1277,25,101720,27
1278,59,116433,38
1279,66,22889,22
1280,45,29569,26
1281,48,107193,86
1282,26,95677,69
1283,68,105192,35
1284,46,143757,66
1285,31,107154,99
1286,57,97470,73
1287,58,128073,51
1288,39,108822,18
1289,28,146019,43
1290,40,27612,12
1291,18,71644,3
1292,63,52069,82
1293,54,101741,7
1294,38,47331,97
1295,43,75897,6
1296,63,33934,82
1297,53,30095,45
1298,40,111494,86
1299,18,122544,39
1300,68,38706,51
1301,57,63516,9
1302,32,123602,99
1303,38,117008,23
1304,64,54629,12
1305,26,66910,88
1306,26,108540,62
1307,27,144746,73
1308,69,40431,77
1309,43,76733,40
1310,58,60088,54
1311,52,64135,81
1312,69,135786,7
1313,42,58015,17
1314,43,120038,50
1315,28,51385,24
1316,55,90199,2
1317,19,58677,99
1318,24,138104,92
1319,35,32818,83
1320,44,108222,33
1321,51,83001,21
1322,44,43977,74
1323,34,69832,53
1324,60,60931,46
1325,61,103990,45
1326,68,98894,9
1327,41,92204,6
1328,42,65784,51
1329,24,126305,35
1330,69,29921,82
1331,23,54959,53
1332,41,52328,19
1333,50,28859,69
1334,66,144492,25
1335,46,109506,11
1336,60,94408,74
1337,39,143852,17
1338,43,104766,36
1339,45,46708,90
1340,67,38847,95
1341,38,75989,96
1342,66,112641,21
1343,24,145383,18
1344,34,24922,60
1345,37,89928,18
1346,58,72335,1
1347,66,146913,14
1348,37,33541,8
1349,39,39551,66
1350,45,39381,51
1351,57,133319,79
1352,66,75673,60
1353,24,121531,34
1354,18,42948,36
1355,49,112264,62
1356,30,79072,1
1357,47,87560,85
1358,40,102249,42
1359,68,22486,1
1360,36,86691,96
1361,49,30082,84
1362,47,122781,54
1363,46,104105,47
1364,66,27086,39
1365,62,147818,30
1366,46,87853,7
1367,47,121925,22
1368,33,90027,50
1369,57,35916,45
1370,36,35248,74
1371,35,88047,72
1372,18,44226,91
1373,31,45025,10
1374,68,127850,14
1375,64,68380,46
1376,67,27848,75
1377,19,34274,6
1378,45,140092,21
1379,66,74545,62
1380,67,149043,97
1381,47,116494,19
1382,55,135981,88
1383,68,55233,82
1384,21,36304,99
1385,18,133973,62
1386,25,31294,83
1387,46,46425,53
1388,56,88711,24
1389,20,126153,56
1390,49,130777,62
1391,27,113311,34
1392,27,29425,22
1393,36,111549,68
1394,63,113464,57
1395,51,64990,10
1396,50,126748,66
1397,40,93746,8
1398,45,88295,97
1399,49,36091,38
1400,67,139943,62
1401,24,143102,28
1402,46,20002,10
1403,25,142818,45
1404,18,70411,65
1405,20,60958,98
1406,41,147829,67
1407,40,115696,9
1408,25,40707,5
1409,64,35248,10
1410,54,91309,12
1411,20,98322,82
1412,68,71720,58
1413,50,35037,21
1414,45,87421,21
1415,64,125364,65
1416,25,101867,3
1417,51,60612,69
1418,52,108031,89
1419,49,33450,64
1420,41,29491,49
1421,31,137026,72
1422,49,94804,17
1423,63,138446,73
1424,60,113293,32
1425,33,139498,70
1426,21,127443,21
1427,69,26791,7
1428,54,125475,7
1429,38,48314,27
1430,31,71883,8
1431,48,114119,73
1432,65,135557,28
1433,35,107086,79
1434,24,85629,66
1435,27,121291,71
1436,24,131151,47
1437,50,29967,82
1438,40,101754,86
1439,38,63220,10
1440,36,94163,33
1441,65,24947,7
1442,36,59419,3
1443,53,76131,14
1444,46,108714,44
1445,35,48876,46
1446,19,108444,61
1447,18,121448,36
1448,64,39971,13
1449,22,82539,16
1450,37,118120,80
1451,28,69228,5
1452,59,143695,89
1453,19,94495,38
1454,20,141241,50
1455,40,48261,38
1456,29,126601,56
1457,37,81260,63
1458,22,124998,48
1459,54,101371,90
1460,55,104793,59
1461,47,23346,77
1462,26,116343,44
1463,51,115954,90
1464,61,76176,55
1465,52,72300,55
1466,69,31340,1
1467,39,144345,8
1468,61,145467,4
1469,41,53012,85
1470,34,55393,86
1471,27,122153,53
1472,47,95133,58
1473,63,45557,37
1474,40,84204,49
1475,49,93273,67
1476,34,132328,19
1477,67,130304,1
1478,68,126637,29
1479,34,37276,87
1480,31,74639,33
1481,26,141939,52
1482,57,27310,41
1483,19,55167,23
1484,62,122944,5
1485,42,104880,71
1486,56,30391,57
1487,26,142013,6
1488,39,70621,49
1489,60,30892,22
1490,63,96733,77
1491,21,98586,76
1492,43,56142,4
1493,46,65679,72
1494,62,61615,64
1495,51,67553,37
